step,condition,waiting_time,queue_length,vehicle_count,phase,throughput
2272,fixed_timer,0.0,0,0,3,0
2273,fixed_timer,0.0,0,0,3,0
2274,fixed_timer,0.0,0,0,3,0
2275,fixed_timer,0.0,0,0,3,0
2276,fixed_timer,0.0,0,0,3,0
2277,fixed_timer,0.0,0,0,3,0
2278,fixed_timer,0.0,0,0,3,0
2279,fixed_timer,0.0,0,0,3,0
2280,fixed_timer,0.0,0,0,0,1
2281,fixed_timer,0.0,0,0,0,2
2282,fixed_timer,0.0,0,0,0,0
2283,fixed_timer,0.0,0,0,0,0
2284,fixed_timer,0.0,0,0,0,0
2285,fixed_timer,0.0,0,0,0,0
2286,fixed_timer,0.0,0,0,0,0
2287,fixed_timer,0.0,0,0,0,0
2288,fixed_timer,0.0,0,0,0,0
2289,fixed_timer,0.0,0,0,0,0
2290,fixed_timer,0.0,0,0,0,0
2291,fixed_timer,0.0,0,1,0,0
2292,fixed_timer,0.0,0,1,0,0
2293,fixed_timer,0.0,0,1,0,0
2294,fixed_timer,0.0,0,2,0,0
2295,fixed_timer,0.0,0,2,0,0
2296,fixed_timer,1.0,1,2,0,0
2297,fixed_timer,2.0,1,2,0,0
2298,fixed_timer,3.0,1,2,0,0
2299,fixed_timer,5.0,2,2,0,2
2300,fixed_timer,7.0,2,2,0,0
2301,fixed_timer,9.0,2,2,0,0
2302,fixed_timer,11.0,2,2,0,0
2303,fixed_timer,13.0,2,2,0,0
2304,fixed_timer,15.0,2,2,0,0
2305,fixed_timer,17.0,2,2,0,2
2306,fixed_timer,19.0,2,2,0,0
2307,fixed_timer,21.0,2,2,0,2
2308,fixed_timer,23.0,2,2,0,0
2309,fixed_timer,25.0,2,2,0,0
2310,fixed_timer,27.0,2,2,1,0
2311,fixed_timer,29.0,2,2,1,0
2312,fixed_timer,31.0,2,2,1,1
2313,fixed_timer,33.0,2,2,1,0
2314,fixed_timer,35.0,2,2,1,1
2315,fixed_timer,37.0,2,2,1,1
2316,fixed_timer,39.0,2,2,1,0
2317,fixed_timer,41.0,2,2,1,0
2318,fixed_timer,43.0,2,2,1,0
2319,fixed_timer,45.0,2,2,1,0
2320,fixed_timer,47.0,2,2,1,0
2321,fixed_timer,49.0,2,2,1,0
2322,fixed_timer,51.0,2,2,1,0
2323,fixed_timer,53.0,2,2,1,0
2324,fixed_timer,55.0,2,2,1,0
2325,fixed_timer,57.0,2,2,1,0
2326,fixed_timer,59.0,2,2,1,0
2327,fixed_timer,61.0,2,2,1,0
2328,fixed_timer,63.0,2,2,1,1
2329,fixed_timer,65.0,2,2,1,0
2330,fixed_timer,67.0,2,2,1,0
2331,fixed_timer,69.0,2,2,1,0
2332,fixed_timer,71.0,2,2,1,0
2333,fixed_timer,73.0,2,2,1,1
2334,fixed_timer,75.0,2,2,1,0
2335,fixed_timer,77.0,2,2,1,1
2336,fixed_timer,79.0,2,2,1,0
2337,fixed_timer,81.0,2,2,1,1
2338,fixed_timer,83.0,2,2,1,0
2339,fixed_timer,85.0,2,2,1,0
2340,fixed_timer,87.0,2,2,2,0
2341,fixed_timer,89.0,2,3,2,2
2342,fixed_timer,91.0,2,3,2,0
2343,fixed_timer,93.0,2,3,2,0
2344,fixed_timer,95.0,2,3,2,0
2345,fixed_timer,97.0,2,3,2,0
2346,fixed_timer,99.0,2,3,2,0
2347,fixed_timer,101.0,2,3,2,0
2348,fixed_timer,103.0,2,3,2,0
2349,fixed_timer,105.0,2,3,2,0
2350,fixed_timer,107.0,2,3,2,0
2351,fixed_timer,109.0,2,3,2,0
2352,fixed_timer,111.0,2,3,2,0
2353,fixed_timer,113.0,2,3,2,0
2354,fixed_timer,115.0,2,3,2,0
2355,fixed_timer,117.0,2,4,2,0
2356,fixed_timer,119.0,2,3,2,0
2357,fixed_timer,121.0,2,3,2,0
2358,fixed_timer,123.0,2,4,2,0
2359,fixed_timer,125.0,2,4,2,0
2360,fixed_timer,128.0,3,4,2,0
2361,fixed_timer,131.0,3,4,2,0
2362,fixed_timer,135.0,4,4,2,1
2363,fixed_timer,139.0,4,4,2,0
2364,fixed_timer,143.0,4,4,2,0
2365,fixed_timer,147.0,4,4,2,0
2366,fixed_timer,151.0,4,4,2,0
2367,fixed_timer,155.0,4,4,2,0
2368,fixed_timer,159.0,4,4,2,0
2369,fixed_timer,163.0,4,4,2,0
2370,fixed_timer,167.0,4,4,3,0
2371,fixed_timer,171.0,4,4,3,0
2372,fixed_timer,175.0,4,4,3,0
2373,fixed_timer,179.0,4,4,3,0
2374,fixed_timer,183.0,4,4,3,0
2375,fixed_timer,107.0,3,3,3,0
2376,fixed_timer,32.0,2,3,3,1
2377,fixed_timer,16.0,1,3,3,0
2378,fixed_timer,0.0,0,3,3,1
2379,fixed_timer,0.0,0,3,3,1
2380,fixed_timer,1.0,1,3,3,0
2381,fixed_timer,3.0,2,3,3,0
2382,fixed_timer,6.0,3,4,3,0
2383,fixed_timer,9.0,3,4,3,0
2384,fixed_timer,12.0,3,5,3,1
2385,fixed_timer,10.0,3,4,3,0
2386,fixed_timer,7.0,2,4,3,1
2387,fixed_timer,3.0,1,4,3,0
2388,fixed_timer,0.0,0,4,3,0
2389,fixed_timer,0.0,0,4,3,0
2390,fixed_timer,0.0,0,4,3,1
2391,fixed_timer,1.0,1,4,3,0
2392,fixed_timer,3.0,2,4,3,0
2393,fixed_timer,6.0,3,4,3,1
2394,fixed_timer,9.0,3,4,3,0
2395,fixed_timer,7.0,2,4,3,1
2396,fixed_timer,4.0,1,4,3,0
2397,fixed_timer,0.0,0,4,3,0
2398,fixed_timer,0.0,0,4,3,0
2399,fixed_timer,0.0,0,4,3,0
2400,fixed_timer,1.0,1,3,0,0
2401,fixed_timer,4.0,3,3,0,0
2402,fixed_timer,7.0,3,3,0,0
2403,fixed_timer,10.0,3,4,0,0
2404,fixed_timer,13.0,3,4,0,0
2405,fixed_timer,16.0,3,4,0,0
2406,fixed_timer,19.0,3,4,0,0
2407,fixed_timer,22.0,3,4,0,0
2408,fixed_timer,26.0,4,4,0,1
2409,fixed_timer,30.0,4,4,0,0
2410,fixed_timer,34.0,4,4,0,1
2411,fixed_timer,38.0,4,4,0,0
2412,fixed_timer,42.0,4,4,0,0
2413,fixed_timer,46.0,4,4,0,0
2414,fixed_timer,50.0,4,4,0,0
2415,fixed_timer,54.0,4,4,0,0
2416,fixed_timer,58.0,4,4,0,0
2417,fixed_timer,62.0,4,4,0,1
2418,fixed_timer,66.0,4,4,0,0
2419,fixed_timer,70.0,4,4,0,0
2420,fixed_timer,74.0,4,4,0,0
2421,fixed_timer,78.0,4,4,0,1
2422,fixed_timer,82.0,4,4,0,0
2423,fixed_timer,86.0,4,4,0,0
2424,fixed_timer,90.0,4,4,0,0
2425,fixed_timer,94.0,4,4,0,0
2426,fixed_timer,98.0,4,5,0,0
2427,fixed_timer,102.0,4,5,0,0
2428,fixed_timer,106.0,4,5,0,0
2429,fixed_timer,110.0,4,5,0,0
2430,fixed_timer,114.0,4,5,1,0
2431,fixed_timer,118.0,4,5,1,0
2432,fixed_timer,123.0,5,5,1,0
2433,fixed_timer,128.0,5,5,1,0
2434,fixed_timer,133.0,5,5,1,0
2435,fixed_timer,138.0,5,5,1,0
2436,fixed_timer,143.0,5,5,1,0
2437,fixed_timer,148.0,5,5,1,0
2438,fixed_timer,153.0,5,5,1,0
2439,fixed_timer,158.0,5,5,1,1
2440,fixed_timer,163.0,5,5,1,0
2441,fixed_timer,168.0,5,5,1,0
2442,fixed_timer,173.0,5,5,1,0
2443,fixed_timer,178.0,5,5,1,0
2444,fixed_timer,183.0,5,5,1,0
2445,fixed_timer,188.0,5,5,1,0
2446,fixed_timer,193.0,5,5,1,1
2447,fixed_timer,198.0,5,5,1,0
2448,fixed_timer,203.0,5,5,1,0
2449,fixed_timer,208.0,5,5,1,0
2450,fixed_timer,213.0,5,5,1,0
2451,fixed_timer,218.0,5,5,1,0
2452,fixed_timer,223.0,5,5,1,1
2453,fixed_timer,228.0,5,5,1,0
2454,fixed_timer,233.0,5,5,1,0
2455,fixed_timer,238.0,5,5,1,0
2456,fixed_timer,243.0,5,5,1,0
2457,fixed_timer,248.0,5,5,1,0
2458,fixed_timer,253.0,5,6,1,1
2459,fixed_timer,258.0,5,6,1,0
2460,fixed_timer,263.0,5,6,2,0
2461,fixed_timer,268.0,5,6,2,0
2462,fixed_timer,273.0,5,6,2,0
2463,fixed_timer,278.0,5,6,2,0
2464,fixed_timer,283.0,5,6,2,0
2465,fixed_timer,288.0,5,6,2,0
2466,fixed_timer,293.0,5,6,2,0
2467,fixed_timer,298.0,5,6,2,0
2468,fixed_timer,303.0,5,6,2,0
2469,fixed_timer,308.0,5,6,2,0
2470,fixed_timer,313.0,5,6,2,0
2471,fixed_timer,318.0,5,6,2,0
2472,fixed_timer,323.0,5,6,2,0
2473,fixed_timer,328.0,5,5,2,1
2474,fixed_timer,333.0,5,5,2,1
2475,fixed_timer,338.0,5,5,2,0
2476,fixed_timer,343.0,5,5,2,0
2477,fixed_timer,348.0,5,5,2,0
2478,fixed_timer,353.0,5,5,2,0
2479,fixed_timer,358.0,5,5,2,0
2480,fixed_timer,363.0,5,5,2,0
2481,fixed_timer,368.0,5,5,2,0
2482,fixed_timer,373.0,5,5,2,0
2483,fixed_timer,378.0,5,5,2,0
2484,fixed_timer,383.0,5,5,2,1
2485,fixed_timer,388.0,5,5,2,0
2486,fixed_timer,393.0,5,5,2,0
2487,fixed_timer,398.0,5,5,2,0
2488,fixed_timer,403.0,5,5,2,1
2489,fixed_timer,408.0,5,5,2,0
2490,fixed_timer,413.0,5,5,3,0
2491,fixed_timer,418.0,5,5,3,0
2492,fixed_timer,423.0,5,5,3,0
2493,fixed_timer,241.0,3,3,3,0
2494,fixed_timer,63.0,1,3,3,0
2495,fixed_timer,0.0,0,3,3,0
2496,fixed_timer,0.0,0,3,3,1
2497,fixed_timer,0.0,0,4,3,0
2498,fixed_timer,1.0,1,4,3,0
2499,fixed_timer,3.0,2,5,3,0
2500,fixed_timer,5.0,2,5,3,1
2501,fixed_timer,8.0,3,5,3,0
2502,fixed_timer,11.0,3,5,3,0
2503,fixed_timer,4.0,2,3,3,1
2504,fixed_timer,3.0,2,3,3,0
2505,fixed_timer,2.0,1,3,3,0
2506,fixed_timer,0.0,0,3,3,0
2507,fixed_timer,0.0,0,3,3,1
2508,fixed_timer,0.0,0,3,3,0
2509,fixed_timer,0.0,0,3,3,0
2510,fixed_timer,2.0,2,3,3,0
2511,fixed_timer,5.0,3,3,3,0
2512,fixed_timer,8.0,3,3,3,0
2513,fixed_timer,7.0,2,2,3,1
2514,fixed_timer,4.0,1,2,3,0
2515,fixed_timer,0.0,0,2,3,0
2516,fixed_timer,0.0,0,2,3,0
2517,fixed_timer,0.0,0,2,3,0
2518,fixed_timer,1.0,1,2,3,0
2519,fixed_timer,3.0,2,2,3,0
2520,fixed_timer,5.0,2,2,0,0
2521,fixed_timer,7.0,2,2,0,1
2522,fixed_timer,9.0,2,2,0,0
2523,fixed_timer,11.0,2,2,0,0
2524,fixed_timer,13.0,2,2,0,0
2525,fixed_timer,15.0,2,2,0,0
2526,fixed_timer,17.0,2,2,0,0
2527,fixed_timer,19.0,2,2,0,0
2528,fixed_timer,21.0,2,2,0,0
2529,fixed_timer,23.0,2,2,0,0
2530,fixed_timer,25.0,2,2,0,0
2531,fixed_timer,27.0,2,2,0,1
2532,fixed_timer,29.0,2,2,0,0
2533,fixed_timer,31.0,2,2,0,0
2534,fixed_timer,33.0,2,2,0,0
2535,fixed_timer,35.0,2,2,0,0
2536,fixed_timer,37.0,2,2,0,0
2537,fixed_timer,39.0,2,2,0,1
2538,fixed_timer,41.0,2,2,0,0
2539,fixed_timer,43.0,2,2,0,0
2540,fixed_timer,45.0,2,2,0,0
2541,fixed_timer,47.0,2,2,0,0
2542,fixed_timer,49.0,2,2,0,0
2543,fixed_timer,51.0,2,2,0,0
2544,fixed_timer,53.0,2,2,0,0
2545,fixed_timer,55.0,2,2,0,0
2546,fixed_timer,57.0,2,2,0,0
2547,fixed_timer,59.0,2,2,0,1
2548,fixed_timer,61.0,2,2,0,0
2549,fixed_timer,63.0,2,2,0,1
2550,fixed_timer,65.0,2,2,1,2
2551,fixed_timer,67.0,2,2,1,0
2552,fixed_timer,69.0,2,2,1,0
2553,fixed_timer,71.0,2,2,1,0
2554,fixed_timer,73.0,2,2,1,0
2555,fixed_timer,75.0,2,2,1,0
2556,fixed_timer,77.0,2,2,1,0
2557,fixed_timer,79.0,2,2,1,0
2558,fixed_timer,81.0,3,3,1,0
2559,fixed_timer,83.0,2,3,1,0
2560,fixed_timer,85.0,2,3,1,1
2561,fixed_timer,87.0,2,3,1,0
2562,fixed_timer,89.0,2,3,1,0
2563,fixed_timer,92.0,3,3,1,2
2564,fixed_timer,95.0,3,3,1,0
2565,fixed_timer,98.0,3,3,1,0
2566,fixed_timer,101.0,3,3,1,0
2567,fixed_timer,104.0,3,3,1,0
2568,fixed_timer,107.0,3,3,1,0
2569,fixed_timer,110.0,3,3,1,0
2570,fixed_timer,113.0,3,3,1,0
2571,fixed_timer,116.0,3,3,1,0
2572,fixed_timer,119.0,3,3,1,0
2573,fixed_timer,122.0,3,3,1,0
2574,fixed_timer,125.0,3,3,1,0
2575,fixed_timer,128.0,3,3,1,0
2576,fixed_timer,131.0,3,3,1,0
2577,fixed_timer,134.0,3,3,1,0
2578,fixed_timer,137.0,3,3,1,0
2579,fixed_timer,140.0,3,3,1,0
2580,fixed_timer,143.0,3,3,2,0
2581,fixed_timer,146.0,3,3,2,1
2582,fixed_timer,149.0,3,3,2,0
2583,fixed_timer,152.0,3,3,2,0
2584,fixed_timer,155.0,3,3,2,0
2585,fixed_timer,158.0,3,3,2,0
2586,fixed_timer,161.0,3,3,2,1
2587,fixed_timer,164.0,3,3,2,0
2588,fixed_timer,167.0,3,3,2,0
2589,fixed_timer,170.0,3,3,2,0
2590,fixed_timer,173.0,3,3,2,1
2591,fixed_timer,176.0,3,3,2,0
2592,fixed_timer,179.0,3,3,2,0
2593,fixed_timer,182.0,3,3,2,0
2594,fixed_timer,185.0,3,3,2,1
2595,fixed_timer,188.0,3,3,2,0
2596,fixed_timer,191.0,3,3,2,0
2597,fixed_timer,194.0,3,3,2,1
2598,fixed_timer,197.0,3,3,2,0
2599,fixed_timer,200.0,3,3,2,0
2600,fixed_timer,203.0,3,3,2,0
2601,fixed_timer,206.0,3,3,2,1
2602,fixed_timer,209.0,3,3,2,0
2603,fixed_timer,212.0,3,3,2,0
2604,fixed_timer,215.0,3,3,2,0
2605,fixed_timer,218.0,3,3,2,0
2606,fixed_timer,221.0,3,3,2,0
2607,fixed_timer,224.0,3,3,2,0
2608,fixed_timer,227.0,3,3,2,1
2609,fixed_timer,230.0,3,3,2,0
2610,fixed_timer,140.0,2,2,3,0
2611,fixed_timer,49.0,1,2,3,0
2612,fixed_timer,0.0,0,2,3,0
2613,fixed_timer,0.0,0,2,3,0
2614,fixed_timer,1.0,1,2,3,1
2615,fixed_timer,2.0,1,2,3,0
2616,fixed_timer,4.0,2,2,3,0
2617,fixed_timer,6.0,2,2,3,0
2618,fixed_timer,8.0,2,2,3,1
2619,fixed_timer,10.0,2,2,3,0
2620,fixed_timer,5.0,1,1,3,0
2621,fixed_timer,0.0,0,1,3,0
2622,fixed_timer,0.0,0,1,3,0
2623,fixed_timer,0.0,0,1,3,0
2624,fixed_timer,0.0,0,1,3,0
2625,fixed_timer,0.0,0,1,3,1
2626,fixed_timer,1.0,1,1,3,0
2627,fixed_timer,2.0,1,1,3,0
2628,fixed_timer,3.0,1,1,3,0
2629,fixed_timer,4.0,1,1,3,0
2630,fixed_timer,0.0,0,0,3,0
2631,fixed_timer,0.0,0,1,3,1
2632,fixed_timer,0.0,0,1,3,1
2633,fixed_timer,0.0,0,1,3,0
2634,fixed_timer,0.0,0,1,3,0
2635,fixed_timer,0.0,0,1,3,0
2636,fixed_timer,0.0,0,1,3,0
2637,fixed_timer,0.0,0,1,3,1
2638,fixed_timer,0.0,0,1,3,0
2639,fixed_timer,0.0,0,1,3,1
2640,fixed_timer,0.0,0,1,0,0
2641,fixed_timer,0.0,0,1,0,0
2642,fixed_timer,0.0,0,1,0,0
2643,fixed_timer,0.0,0,1,0,1
2644,fixed_timer,0.0,0,0,0,0
2645,fixed_timer,0.0,0,0,0,0
2646,fixed_timer,0.0,0,0,0,0
2647,fixed_timer,0.0,0,0,0,1
2648,fixed_timer,0.0,0,0,0,0
2649,fixed_timer,0.0,0,0,0,0
2650,fixed_timer,0.0,0,0,0,0
2651,fixed_timer,0.0,0,0,0,1
2652,fixed_timer,0.0,0,0,0,0
2653,fixed_timer,0.0,0,0,0,0
2654,fixed_timer,0.0,0,0,0,0
2655,fixed_timer,0.0,0,0,0,0
2656,fixed_timer,0.0,0,0,0,0
2657,fixed_timer,0.0,0,0,0,0
2658,fixed_timer,0.0,0,0,0,0
2659,fixed_timer,0.0,0,0,0,0
2660,fixed_timer,0.0,0,0,0,0
2661,fixed_timer,0.0,0,0,0,0
2662,fixed_timer,0.0,0,0,0,0
2663,fixed_timer,0.0,0,0,0,1
2664,fixed_timer,0.0,0,0,0,0
2665,fixed_timer,0.0,0,0,0,0
2666,fixed_timer,0.0,0,0,0,0
2667,fixed_timer,0.0,0,0,0,0
2668,fixed_timer,0.0,0,0,0,0
2669,fixed_timer,0.0,0,0,0,0
2670,fixed_timer,0.0,0,0,1,1
2671,fixed_timer,0.0,0,0,1,0
2672,fixed_timer,0.0,0,0,1,0
2673,fixed_timer,0.0,0,0,1,0
2674,fixed_timer,0.0,0,0,1,1
2675,fixed_timer,0.0,0,0,1,1
2676,fixed_timer,0.0,0,0,1,0
2677,fixed_timer,0.0,0,0,1,0
2678,fixed_timer,0.0,0,0,1,1
2679,fixed_timer,0.0,0,0,1,0
2680,fixed_timer,0.0,0,0,1,0
2681,fixed_timer,0.0,0,0,1,0
2682,fixed_timer,0.0,0,0,1,0
2683,fixed_timer,0.0,0,0,1,0
2684,fixed_timer,0.0,0,0,1,0
2685,fixed_timer,0.0,0,0,1,1
2686,fixed_timer,0.0,0,0,1,0
2687,fixed_timer,0.0,0,0,1,0
2688,fixed_timer,0.0,0,0,1,0
2689,fixed_timer,0.0,0,0,1,0
2690,fixed_timer,0.0,0,0,1,1
2691,fixed_timer,0.0,0,0,1,0
2692,fixed_timer,0.0,0,1,1,0
2693,fixed_timer,0.0,0,1,1,0
2694,fixed_timer,0.0,0,1,1,0
2695,fixed_timer,0.0,0,1,1,0
2696,fixed_timer,0.0,0,1,1,0
2697,fixed_timer,0.0,0,1,1,0
2698,fixed_timer,1.0,1,1,1,0
2699,fixed_timer,2.0,1,1,1,0
2700,fixed_timer,3.0,1,1,2,0
2701,fixed_timer,4.0,1,1,2,0
2702,fixed_timer,5.0,1,1,2,0
2703,fixed_timer,6.0,1,1,2,1
2704,fixed_timer,7.0,1,1,2,1
2705,fixed_timer,8.0,1,1,2,0
2706,fixed_timer,9.0,1,1,2,0
2707,fixed_timer,10.0,1,1,2,1
2708,fixed_timer,11.0,1,1,2,0
2709,fixed_timer,12.0,1,1,2,0
2710,fixed_timer,13.0,1,1,2,1
2711,fixed_timer,14.0,1,1,2,0
2712,fixed_timer,15.0,1,1,2,1
2713,fixed_timer,16.0,1,1,2,0
2714,fixed_timer,17.0,1,2,2,0
2715,fixed_timer,18.0,1,2,2,0
2716,fixed_timer,19.0,1,2,2,3
2717,fixed_timer,20.0,1,2,2,0
2718,fixed_timer,22.0,2,2,2,0
2719,fixed_timer,24.0,2,2,2,1
2720,fixed_timer,26.0,2,2,2,1
2721,fixed_timer,28.0,2,2,2,0
2722,fixed_timer,30.0,2,2,2,0
2723,fixed_timer,32.0,2,2,2,0
2724,fixed_timer,34.0,2,2,2,0
2725,fixed_timer,36.0,2,2,2,0
2726,fixed_timer,38.0,2,2,2,0
2727,fixed_timer,40.0,2,2,2,0
2728,fixed_timer,42.0,2,2,2,1
2729,fixed_timer,44.0,2,2,2,0
2730,fixed_timer,46.0,2,2,3,0
2731,fixed_timer,48.0,2,2,3,0
2732,fixed_timer,50.0,2,2,3,0
2733,fixed_timer,16.0,1,1,3,0
2734,fixed_timer,0.0,0,1,3,0
2735,fixed_timer,0.0,0,1,3,0
2736,fixed_timer,0.0,0,1,3,0
2737,fixed_timer,0.0,0,1,3,0
2738,fixed_timer,1.0,1,1,3,0
2739,fixed_timer,2.0,1,1,3,0
2740,fixed_timer,3.0,1,1,3,0
2741,fixed_timer,4.0,1,1,3,0
2742,fixed_timer,5.0,1,1,3,0
2743,fixed_timer,0.0,0,0,3,0
2744,fixed_timer,0.0,0,0,3,0
2745,fixed_timer,0.0,0,0,3,0
2746,fixed_timer,0.0,0,0,3,0
2747,fixed_timer,0.0,0,0,3,0
2748,fixed_timer,0.0,0,0,3,0
2749,fixed_timer,0.0,0,0,3,0
2750,fixed_timer,0.0,0,0,3,1
2751,fixed_timer,0.0,0,0,3,0
2752,fixed_timer,0.0,0,0,3,0
2753,fixed_timer,0.0,0,0,3,0
2754,fixed_timer,0.0,0,0,3,0
2755,fixed_timer,0.0,0,0,3,0
2756,fixed_timer,0.0,0,0,3,0
2757,fixed_timer,0.0,0,0,3,0
2758,fixed_timer,0.0,0,0,3,0
2759,fixed_timer,0.0,0,0,3,0
2760,fixed_timer,0.0,0,0,0,0
2761,fixed_timer,0.0,0,0,0,0
2762,fixed_timer,0.0,0,0,0,1
2763,fixed_timer,0.0,0,0,0,0
2764,fixed_timer,0.0,0,0,0,0
2765,fixed_timer,0.0,0,0,0,0
2766,fixed_timer,0.0,0,0,0,0
2767,fixed_timer,0.0,0,0,0,0
2768,fixed_timer,0.0,0,0,0,0
2769,fixed_timer,0.0,0,0,0,1
2770,fixed_timer,0.0,0,0,0,0
2771,fixed_timer,0.0,0,1,0,0
2772,fixed_timer,0.0,0,1,0,0
2773,fixed_timer,0.0,0,1,0,0
2774,fixed_timer,0.0,0,1,0,1
2775,fixed_timer,0.0,0,1,0,0
2776,fixed_timer,1.0,1,1,0,0
2777,fixed_timer,2.0,1,1,0,1
2778,fixed_timer,3.0,1,1,0,1
2779,fixed_timer,4.0,1,1,0,0
2780,fixed_timer,5.0,1,1,0,0
2781,fixed_timer,6.0,1,1,0,0
2782,fixed_timer,7.0,1,1,0,0
2783,fixed_timer,8.0,1,1,0,0
2784,fixed_timer,9.0,1,1,0,0
2785,fixed_timer,10.0,1,1,0,0
2786,fixed_timer,11.0,1,1,0,0
2787,fixed_timer,12.0,1,1,0,0
2788,fixed_timer,13.0,1,1,0,0
2789,fixed_timer,14.0,1,1,0,2
2790,fixed_timer,15.0,1,1,1,0
2791,fixed_timer,16.0,1,1,1,1
2792,fixed_timer,17.0,1,1,1,0
2793,fixed_timer,18.0,1,1,1,1
2794,fixed_timer,19.0,1,1,1,0
2795,fixed_timer,20.0,1,1,1,0
2796,fixed_timer,21.0,1,1,1,0
2797,fixed_timer,22.0,1,1,1,0
2798,fixed_timer,23.0,1,1,1,0
2799,fixed_timer,24.0,1,1,1,0
2800,fixed_timer,25.0,1,1,1,0
2801,fixed_timer,26.0,1,1,1,0
2802,fixed_timer,27.0,1,1,1,0
2803,fixed_timer,28.0,1,1,1,0
2804,fixed_timer,29.0,1,1,1,0
2805,fixed_timer,30.0,1,1,1,0
2806,fixed_timer,31.0,1,1,1,0
2807,fixed_timer,32.0,1,1,1,0
2808,fixed_timer,33.0,1,1,1,0
2809,fixed_timer,34.0,1,1,1,0
2810,fixed_timer,35.0,1,1,1,0
2811,fixed_timer,36.0,1,1,1,0
2812,fixed_timer,37.0,1,1,1,0
2813,fixed_timer,38.0,1,1,1,0
2814,fixed_timer,39.0,1,1,1,0
2815,fixed_timer,40.0,1,1,1,1
2816,fixed_timer,41.0,1,1,1,0
2817,fixed_timer,42.0,1,1,1,1
2818,fixed_timer,43.0,1,1,1,1
2819,fixed_timer,44.0,1,1,1,0
2820,fixed_timer,45.0,1,1,2,0
2821,fixed_timer,46.0,1,1,2,0
2822,fixed_timer,47.0,1,1,2,0
2823,fixed_timer,48.0,1,1,2,0
2824,fixed_timer,49.0,1,1,2,0
2825,fixed_timer,50.0,1,1,2,0
2826,fixed_timer,51.0,1,1,2,0
2827,fixed_timer,52.0,1,1,2,1
2828,fixed_timer,53.0,1,1,2,1
2829,fixed_timer,54.0,1,1,2,0
2830,fixed_timer,55.0,1,1,2,0
2831,fixed_timer,56.0,1,1,2,0
2832,fixed_timer,57.0,1,1,2,0
2833,fixed_timer,58.0,1,1,2,0
2834,fixed_timer,59.0,1,1,2,0
2835,fixed_timer,60.0,1,1,2,0
2836,fixed_timer,61.0,1,1,2,0
2837,fixed_timer,62.0,1,1,2,1
2838,fixed_timer,63.0,1,1,2,0
2839,fixed_timer,64.0,1,1,2,0
2840,fixed_timer,65.0,1,1,2,0
2841,fixed_timer,66.0,1,1,2,0
2842,fixed_timer,67.0,1,1,2,0
2843,fixed_timer,68.0,1,1,2,0
2844,fixed_timer,69.0,1,1,2,0
2845,fixed_timer,70.0,1,1,2,1
2846,fixed_timer,71.0,1,1,2,0
2847,fixed_timer,72.0,1,1,2,0
2848,fixed_timer,73.0,1,1,2,0
2849,fixed_timer,74.0,1,1,2,0
2850,fixed_timer,0.0,0,0,3,0
2851,fixed_timer,0.0,0,0,3,0
2852,fixed_timer,0.0,0,1,3,0
2853,fixed_timer,0.0,0,1,3,0
2854,fixed_timer,0.0,0,1,3,1
2855,fixed_timer,0.0,0,1,3,0
2856,fixed_timer,1.0,1,1,3,0
2857,fixed_timer,2.0,1,2,3,0
2858,fixed_timer,3.0,1,3,3,0
2859,fixed_timer,4.0,1,3,3,1
2860,fixed_timer,0.0,0,2,3,0
2861,fixed_timer,0.0,0,2,3,0
2862,fixed_timer,0.0,0,2,3,0
2863,fixed_timer,0.0,0,2,3,0
2864,fixed_timer,0.0,0,2,3,0
2865,fixed_timer,0.0,0,2,3,0
2866,fixed_timer,0.0,0,3,3,0
2867,fixed_timer,0.0,0,3,3,1
2868,fixed_timer,0.0,0,3,3,0
2869,fixed_timer,0.0,0,3,3,0
2870,fixed_timer,0.0,0,3,3,0
2871,fixed_timer,0.0,0,3,3,0
2872,fixed_timer,0.0,0,3,3,0
2873,fixed_timer,0.0,0,3,3,0
2874,fixed_timer,0.0,0,3,3,0
2875,fixed_timer,0.0,0,3,3,0
2876,fixed_timer,2.0,2,3,3,0
2877,fixed_timer,4.0,2,3,3,0
2878,fixed_timer,6.0,2,3,3,1
2879,fixed_timer,8.0,2,3,3,0
2880,fixed_timer,0.0,0,1,0,0
2881,fixed_timer,0.0,0,1,0,1
2882,fixed_timer,0.0,0,1,0,0
2883,fixed_timer,0.0,0,1,0,1
2884,fixed_timer,1.0,1,2,0,0
2885,fixed_timer,2.0,1,2,0,0
2886,fixed_timer,3.0,1,2,0,0
2887,fixed_timer,4.0,1,2,0,0
2888,fixed_timer,5.0,1,2,0,0
2889,fixed_timer,7.0,2,2,0,1
2890,fixed_timer,9.0,2,2,0,0
2891,fixed_timer,11.0,2,2,0,0
2892,fixed_timer,13.0,2,2,0,0
2893,fixed_timer,15.0,2,2,0,0
2894,fixed_timer,17.0,2,2,0,1
2895,fixed_timer,19.0,2,2,0,0
2896,fixed_timer,21.0,2,2,0,0
2897,fixed_timer,23.0,2,2,0,0
2898,fixed_timer,25.0,2,2,0,0
2899,fixed_timer,27.0,2,2,0,1
2900,fixed_timer,29.0,2,2,0,1
2901,fixed_timer,31.0,2,2,0,0
2902,fixed_timer,33.0,2,2,0,0
2903,fixed_timer,35.0,2,2,0,0
2904,fixed_timer,37.0,2,2,0,0
2905,fixed_timer,39.0,2,2,0,0
2906,fixed_timer,41.0,2,2,0,0
